Date,type_of_car,Base_Loss_USD,flood_risk_flag,Prob_Cover_Deploy,Depreciation_Timeline_months,Expected_Loss_USD
13/02/2019,SUV,50148,0,0.83,33,36232.37
14/02/2019,SUV,38718,0,0.59,65,29546.06
15/02/2019,???,48493,0,0.27,79,27796.39
16/02/2019,Crossover,40084,1,0.41,16,35658.17
17/02/2019,???,42461,0,0.44,20,32453.16
18/02/2019,Crossover,34157,0,0.48,21,24749.76
19/02/2019,Sedan,30057,0,0.36,67,19981.39
20/02/2019,Pickup,84096,0,0.55,59,64729.54
21/02/2019,Truck,54171,1,0.1,27,46740.26
22/02/2019,Truck,45373,0,0.72,58,37067.0
23/02/2019,Coupe,71610,1,0.07,70,57364.43
24/02/2019,SUV,38998,0,0.21,68,26905.14
25/02/2019,Wagon,39540,0,0.14,36,25815.62
26/02/2019,Pickup,88969,0,0.73,67,68684.17
27/02/2019,Wagon,36259,1,0.38,21,24983.29
28/02/2019,Coupe,42953,0,0.2,83,29953.7
01/03/2019,Wagon,43727,0,0.19,46,26679.58
02/03/2019,Hatchback,24127,0,0.53,75,19465.45
03/03/2019,Pickup,74491,1,0.68,18,72671.84
04/03/2019,Hatchback,28134,0,0.33,37,19271.77
05/03/2019,Crossover,32244,0,0.68,69,22139.74
06/03/2019,SUV,38985,0,0.22,36,22009.79
07/03/2019,Coupe,44700,0,0.28,32,26278.13
08/03/2019,Hatchback,27091,1,0.15,29,17573.66
09/03/2019,SUV,39242,0,0.58,73,30929.23
10/03/2019,Error,31913,0,0.05,46,18661.18
11/03/2019,SUV,49300,0,0.66,59,36034.21
12/03/2019,Wagon,54804,0,0.76,67,35913.3
13/03/2019,Crossover,32058,0,0.62,74,26483.01
14/03/2019,Van,30868,0,0.64,65,27231.05
15/03/2019,Convertible,56220,0,0.59,59,33360.83
16/03/2019,Wagon,53521,0,0.55,45,44109.04
17/03/2019,Pickup,78396,1,0.3,22,62140.31
18/03/2019,Crossover,36737,1,0.34,31,26959.32
19/03/2019,Wagon,28466,1,0.82,51,24911.09
20/03/2019,SUV,38818,0,0.49,73,28061.42
21/03/2019,Hatchback,24119,0,0.68,30,17247.95
22/03/2019,Truck,50454,0,0.77,37,42616.79
23/03/2019,SUV,49611,0,0.41,66,26703.89
24/03/2019,Crossover,29729,0,0.23,35,17636.13
25/03/2019,Hatchback,29793,0,0.42,51,19380.35
26/03/2019,Coupe,63765,0,0.53,72,45690.2
27/03/2019,Wagon,53247,0,0.51,59,43378.96
28/03/2019,Convertible,66604,1,0.48,58,53375.42
29/03/2019,Wagon,37894,0,0.5,27,21444.54
30/03/2019,Pickup,58661,0,0.13,81,37348.42
31/03/2019,Pickup,64098,0,0.47,75,43921.66
01/04/2019,Van,30399,0,0.41,49,20332.09
02/04/2019,Sedan,30745,0,0.16,63,20207.73
03/04/2019,Pickup,59519,0,0.36,53,38669.13
04/04/2019,Wagon,29441,0,0.49,56,20127.08
05/04/2019,Convertible,55193,0,0.41,55,37900.38
06/04/2019,Error,61728,0,0.42,17,39400.09
07/04/2019,Truck,56366,0,0.18,47,36844.08
08/04/2019,Wagon,53619,1,0.37,53,38455.9
09/04/2019,Crossover,34657,0,0.0,64,24439.18
10/04/2019,Coupe,72347,0,0.66,58,56901.94
11/04/2019,Crossover,45015,0,0.08,52,28621.24
12/04/2019,Hatchback,35739,0,0.72,81,26137.23
13/04/2019,Van,56276,0,0.77,43,44658.5
14/04/2019,Coupe,75088,0,0.61,39,62686.65
15/04/2019,Truck,50619,0,0.66,73,43691.63
16/04/2019,Pickup,53526,0,0.12,57,35609.96
17/04/2019,Sedan,20938,0,0.3,66,17405.9
18/04/2019,Wagon,38632,0,0.27,27,20519.13
19/04/2019,Convertible,57462,1,0.15,25,42840.14
20/04/2019,Hatchback,24729,0,0.67,17,19821.64
21/04/2019,SUV,44051,0,0.16,70,25722.53
22/04/2019,Crossover,33904,0,0.75,56,25253.68
23/04/2019,Pickup,53849,1,0.54,55,50792.2
24/04/2019,Wagon,53802,0,0.82,47,48460.84
25/04/2019,Wagon,43056,0,0.76,38,33039.08
26/04/2019,SUV,43893,0,0.09,76,32660.81
27/04/2019,Truck,60319,0,0.66,70,50117.72
28/04/2019,Sedan,32956,0,0.85,62,24946.44
29/04/2019,Wagon,44794,0,0.12,68,29672.77
30/04/2019,Truck,58424,0,0.1,73,41471.56
01/05/2019,???,31484,0,0.59,15,20559.32
02/05/2019,Hatchback,26941,1,0.26,46,21143.97
03/05/2019,???,46374,0,0.26,72,31245.96
04/05/2019,Hatchback,20097,1,0.44,80,16394.67
05/05/2019,Wagon,37534,0,0.76,57,32666.54
06/05/2019,Sedan,29072,0,0.68,26,23058.26
07/05/2019,Van,55579,0,0.6,63,39422.92
08/05/2019,???,33733,1,0.44,53,27916.34
09/05/2019,Hatchback,29301,0,0.87,52,21709.13
10/05/2019,Van,50042,0,0.57,32,39231.48
11/05/2019,Hatchback,31502,0,0.09,37,17168.91
12/05/2019,Truck,62482,0,0.31,74,40674.88
13/05/2019,SUV,36812,1,0.61,14,28659.53
14/05/2019,Truck,62514,0,0.89,70,39946.01
15/05/2019,Hatchback,25312,0,0.31,42,19103.78
16/05/2019,Crossover,39632,0,0.44,26,24409.24
17/05/2019,Wagon,28214,1,0.49,64,24869.41
18/05/2019,SUV,41163,1,0.3,23,34199.66
19/05/2019,Hatchback,31165,1,0.42,14,24825.81
20/05/2019,Van,54619,0,0.14,71,36006.34
21/05/2019,Wagon,40866,0,0.24,44,29688.41
22/05/2019,Truck,54477,0,0.88,26,50450.6
23/05/2019,Crossover,37015,0,0.51,15,25980.04
24/05/2019,Pickup,67721,0,0.64,12,47114.83
25/05/2019,Hatchback,19858,1,0.68,55,19634.09
26/05/2019,SUV,36801,0,0.45,27,27259.75
27/05/2019,SUV,34741,1,0.19,64,25934.93
28/05/2019,Wagon,41406,0,0.25,34,27929.0
29/05/2019,Truck,59850,0,0.46,66,41392.73
30/05/2019,Convertible,55787,0,0.23,39,36440.34
31/05/2019,Truck,57176,1,0.67,59,48126.67
01/06/2019,Coupe,61822,0,0.31,50,35226.36
02/06/2019,Crossover,27233,0,0.26,78,16321.57
03/06/2019,Wagon,45294,0,0.3,21,33507.4
04/06/2019,Coupe,72780,0,0.63,51,54469.52
05/06/2019,SUV,45306,1,0.56,30,38255.29
06/06/2019,Sedan,18929,0,0.73,47,18394.86
07/06/2019,Hatchback,21415,0,0.73,23,15583.46
08/06/2019,Sedan,32494,0,0.32,24,20391.16
09/06/2019,Crossover,38927,0,0.89,84,35023.01
10/06/2019,SUV,45272,0,0.48,46,36684.38
11/06/2019,SUV,46490,0,0.53,47,29907.42
12/06/2019,Truck,49051,0,0.38,75,37776.99
13/06/2019,Coupe,53250,0,0.46,74,32452.94
14/06/2019,Convertible,57771,0,0.59,42,42667.2
15/06/2019,Crossover,43486,1,0.74,57,39729.57
16/06/2019,Hatchback,26779,0,0.06,75,18699.29
17/06/2019,Hatchback,27332,0,0.49,55,18770.54
18/06/2019,Van,38877,0,0.46,30,25747.63
19/06/2019,Convertible,43500,0,0.38,69,28523.41
20/06/2019,Sedan,29247,0,0.55,63,22028.83
21/06/2019,Wagon,44773,0,0.32,69,33628.97
22/06/2019,Truck,53076,0,0.09,83,35955.48
23/06/2019,Coupe,73934,0,0.15,56,49031.02
24/06/2019,Convertible,62466,0,0.39,44,46744.01
25/06/2019,Hatchback,31420,0,0.42,50,23514.2
26/06/2019,Coupe,61714,0,0.06,65,33007.75
27/06/2019,Coupe,51280,0,0.4,38,33983.37
28/06/2019,SUV,47161,0,0.34,41,38110.71
29/06/2019,Pickup,72083,0,0.09,77,38214.91
30/06/2019,SUV,45508,1,0.59,43,39140.27
01/07/2019,Hatchback,28193,0,0.45,55,21319.07
02/07/2019,Wagon,32404,0,0.5,57,18541.01
03/07/2019,Convertible,61949,1,0.64,57,51277.2
04/07/2019,Hatchback,17069,0,0.47,29,15145.66
05/07/2019,SUV,49638,1,0.52,70,41514.66
06/07/2019,Sedan,27833,0,0.15,73,17752.52
07/07/2019,Crossover,36735,0,0.63,26,24797.09
08/07/2019,Van,41694,1,0.69,43,38542.79
09/07/2019,Van,48795,0,0.45,32,36735.87
10/07/2019,Pickup,48212,0,0.02,61,29505.14
11/07/2019,Wagon,37840,0,0.8,13,28281.7
12/07/2019,Wagon,42141,1,0.1,72,34069.58
13/07/2019,Sedan,27558,0,0.42,70,18003.15
14/07/2019,Pickup,73647,0,0.61,17,51386.75
15/07/2019,Van,31516,0,0.45,61,21441.18
16/07/2019,Wagon,43067,1,0.51,45,31125.16
17/07/2019,Van,55983,0,0.2,51,32497.24
18/07/2019,Truck,60975,0,0.37,35,43153.1
19/07/2019,Coupe,42230,1,0.08,16,31766.86
20/07/2019,Crossover,29348,1,0.34,84,25034.6
21/07/2019,Hatchback,34638,1,0.53,20,29783.83
22/07/2019,Coupe,75217,0,0.53,26,47179.4
23/07/2019,Van,41295,0,0.28,18,31661.76
24/07/2019,Pickup,87548,0,0.64,23,59826.38
25/07/2019,Truck,49299,1,0.66,12,43044.97
26/07/2019,Van,57272,0,0.08,64,36538.74
27/07/2019,Sedan,30513,0,0.17,72,21582.25
28/07/2019,SUV,39586,0,0.32,31,22774.96
29/07/2019,Hatchback,25601,1,0.32,12,17496.51
30/07/2019,Coupe,44175,0,0.2,21,25192.35
31/07/2019,Truck,59245,0,0.46,53,46466.5
01/08/2019,SUV,38286,1,0.35,82,29834.92
02/08/2019,Crossover,34671,0,0.57,31,28481.58
03/08/2019,SUV,39002,0,0.5,23,23631.27
04/08/2019,Wagon,44102,1,0.21,55,37917.2
05/08/2019,Coupe,71903,0,0.77,45,62801.8
06/08/2019,N/A,72351,0,0.27,26,46902.28
07/08/2019,SUV,46287,0,0.24,50,29029.06
08/08/2019,Wagon,46134,0,0.52,81,34297.27
09/08/2019,Pickup,82923,1,0.58,48,66521.47
10/08/2019,Truck,61200,1,0.47,23,47431.43
11/08/2019,Sedan,32058,0,0.74,56,20430.79
12/08/2019,Sedan,20290,0,0.45,16,18941.58
13/08/2019,Truck,60157,0,0.23,65,35442.04
14/08/2019,Wagon,54814,0,0.37,68,31830.63
15/08/2019,Convertible,74744,0,0.49,39,56836.59
16/08/2019,Convertible,47193,0,0.29,35,32941.13
17/08/2019,Sedan,26418,0,0.66,61,21309.0
18/08/2019,Convertible,67431,0,0.43,59,46866.59
19/08/2019,Truck,60231,1,0.64,13,53216.32
20/08/2019,???,32690,1,0.3,22,27513.17
21/08/2019,Crossover,41414,0,0.63,57,32333.99
22/08/2019,Sedan,27585,0,0.57,38,19423.35
23/08/2019,Crossover,28715,0,0.16,32,18406.57
24/08/2019,Truck,55471,0,0.27,13,32361.64
25/08/2019,Sedan,29012,0,0.23,79,18715.66
26/08/2019,Crossover,29018,0,0.27,45,20313.87
27/08/2019,SUV,47185,1,0.24,71,32593.44
28/08/2019,Crossover,37182,0,0.33,16,21937.58
29/08/2019,Sedan,23760,0,0.46,26,16447.31
30/08/2019,Wagon,34524,0,0.32,42,21540.52
31/08/2019,Crossover,36176,0,0.38,24,27069.93
01/09/2019,???,29198,1,0.11,63,23030.44
02/09/2019,Pickup,84419,1,0.36,59,60481.07
03/09/2019,Sedan,23962,1,0.33,14,16667.41
04/09/2019,SUV,36456,0,0.7,65,26489.95
05/09/2019,Pickup,54724,0,0.42,35,42538.13
06/09/2019,Coupe,55026,0,0.4,47,38741.67
07/09/2019,Truck,50600,0,0.36,52,36493.04
08/09/2019,Truck,52889,1,0.29,78,44015.79
09/09/2019,Wagon,51621,0,0.27,38,37306.36
10/09/2019,SUV,35537,1,0.53,39,32934.64
11/09/2019,SUV,35559,0,0.49,32,26437.61
12/09/2019,Wagon,51069,0,0.73,40,38761.14
13/09/2019,Truck,51404,0,0.14,26,34194.48
14/09/2019,Crossover,29447,0,0.7,25,23762.2
15/09/2019,Wagon,41911,1,0.22,67,31279.9
16/09/2019,Van,47023,0,0.01,81,27776.82
17/09/2019,Van,41900,1,0.62,59,37131.77
18/09/2019,Van,42593,0,0.73,53,29631.4
19/09/2019,SUV,48753,1,0.53,44,34067.78
20/09/2019,Coupe,76352,0,0.06,78,58432.47
21/09/2019,Van,36355,0,0.37,38,25758.54
22/09/2019,Wagon,41102,0,0.74,77,34277.91
23/09/2019,MISC_VEHICLE,30931,0,0.41,49,23038.44
24/09/2019,Sedan,24622,0,0.14,67,19080.7
25/09/2019,Wagon,50989,0,0.13,27,38822.8
26/09/2019,SUV,42157,0,0.82,81,32648.6
27/09/2019,SUV,48345,1,0.43,58,42272.6
28/09/2019,Pickup,72417,0,0.4,81,48310.95
29/09/2019,Van,40860,0,0.72,14,32879.89
30/09/2019,Van,49528,0,0.41,62,34545.55
01/10/2019,Crossover,27178,1,0.2,39,25030.44
02/10/2019,Pickup,65959,0,0.3,60,36048.96
03/10/2019,Convertible,62359,0,0.58,35,43204.97
04/10/2019,Truck,63710,1,0.32,59,44696.95
05/10/2019,???,31628,0,0.65,37,22600.92
06/10/2019,Truck,50669,1,0.06,74,34419.44
07/10/2019,N/A,86467,0,0.56,82,62529.83
08/10/2019,Wagon,49855,0,0.49,82,35207.78
09/10/2019,Hatchback,27171,0,0.68,38,19133.87
10/10/2019,Van,29905,0,0.34,14,23208.8
11/10/2019,Sedan,30998,0,0.26,32,18353.01
12/10/2019,Convertible,70542,0,0.74,31,52562.9
13/10/2019,Crossover,40722,0,0.56,27,30130.82
14/10/2019,Coupe,60127,0,0.38,43,41267.28
15/10/2019,Pickup,84185,1,0.42,69,57313.5
16/10/2019,Hatchback,31366,0,0.54,65,24670.67
17/10/2019,Coupe,42178,0,0.49,17,29811.99
18/10/2019,Convertible,71579,0,0.23,43,52324.92
19/10/2019,Hatchback,25763,1,0.83,33,25472.51
20/10/2019,Wagon,53694,0,0.57,42,43118.47
21/10/2019,N/A,34068,0,0.49,32,27030.59
22/10/2019,Van,33042,0,0.17,41,27895.74
23/10/2019,Van,43755,0,0.38,33,33586.09
24/10/2019,Sedan,23908,0,0.52,16,21985.45
25/10/2019,Truck,63641,0,0.23,58,45177.21
26/10/2019,Crossover,34989,1,0.67,82,31688.78
27/10/2019,Hatchback,19665,0,0.57,56,13483.92
28/10/2019,Hatchback,23911,0,0.01,32,19682.45
29/10/2019,SUV,52681,0,0.78,48,44316.53
30/10/2019,Convertible,69847,0,0.49,55,47187.67
31/10/2019,SUV,37694,0,0.36,21,23504.71
01/11/2019,SUV,40868,0,0.32,24,29918.54
02/11/2019,Convertible,46610,0,0.12,55,28466.89
03/11/2019,Hatchback,19988,1,0.08,63,11914.36
04/11/2019,Error,51461,0,0.53,84,34205.79
05/11/2019,Pickup,66347,0,0.0,47,44483.47
06/11/2019,Convertible,70990,0,0.28,74,46441.31
07/11/2019,Convertible,70870,0,0.81,30,51829.52
08/11/2019,Truck,48742,0,0.6,77,39711.01
09/11/2019,Sedan,26348,0,0.47,61,22232.78
10/11/2019,Van,54829,0,0.18,73,34777.7
11/11/2019,Error,35475,1,0.55,70,24118.64
12/11/2019,Sedan,22749,0,0.15,55,15675.41
13/11/2019,Coupe,59244,0,0.54,21,44649.99
14/11/2019,Hatchback,23786,0,0.11,29,12372.0
15/11/2019,Wagon,48043,0,0.25,51,32812.23
16/11/2019,SUV,33461,0,0.75,41,29821.97
17/11/2019,Crossover,31871,0,0.77,79,28004.24
18/11/2019,Coupe,59480,0,0.39,61,38987.99
19/11/2019,Van,29278,0,0.84,56,20066.61
20/11/2019,Convertible,48186,1,0.62,73,40182.78
21/11/2019,Crossover,34331,0,0.26,58,21164.38
22/11/2019,Pickup,86438,0,0.52,30,57741.62
23/11/2019,Coupe,68363,0,0.37,30,47837.48
24/11/2019,SUV,35312,0,0.73,78,30053.82
25/11/2019,Coupe,40504,0,0.53,46,28254.27
26/11/2019,Sedan,27651,0,0.18,17,19492.39
27/11/2019,Convertible,49007,1,0.73,64,47595.32
28/11/2019,Sedan,34457,0,0.19,35,22324.93
29/11/2019,Crossover,46448,0,0.2,53,29634.27
30/11/2019,Sedan,30957,0,0.45,81,24783.34
01/12/2019,Crossover,37101,0,0.16,41,26923.15
02/12/2019,Van,35447,0,0.55,15,24503.89
03/12/2019,Van,56129,0,0.56,58,35457.77
04/12/2019,Crossover,39724,1,0.54,24,30061.62
05/12/2019,Hatchback,20383,1,0.49,62,18182.64
06/12/2019,Wagon,44160,1,0.39,63,32119.72
07/12/2019,Coupe,55579,0,0.57,21,40182.01
08/12/2019,SUV,41480,1,0.24,69,26860.56
09/12/2019,Hatchback,22892,0,0.2,22,16206.4
10/12/2019,Crossover,30409,0,0.48,68,20266.25
11/12/2019,Van,49098,0,0.72,75,40775.85
12/12/2019,Coupe,68634,0,0.49,84,48245.81
13/12/2019,Wagon,42991,0,0.76,74,37987.52
14/12/2019,Coupe,44352,0,0.04,82,28149.32
15/12/2019,SUV,44620,0,0.6,78,37081.57
16/12/2019,Truck,49451,0,0.07,20,27792.68
17/12/2019,Pickup,78874,0,0.7,52,69061.86
18/12/2019,Wagon,46487,1,0.14,83,36699.16
19/12/2019,SUV,41797,0,0.69,82,34125.99
20/12/2019,Wagon,35065,1,0.32,48,32062.09
21/12/2019,Crossover,40317,1,0.36,31,35676.83
22/12/2019,Hatchback,26527,0,0.0,20,14421.55
23/12/2019,SUV,43526,0,0.48,49,35219.95
24/12/2019,Pickup,50803,0,0.9,84,34262.94
25/12/2019,Van,34457,0,0.38,18,21889.18
26/12/2019,Van,47133,0,0.06,25,26230.44
27/12/2019,Crossover,41925,1,0.1,15,28475.83
28/12/2019,Crossover,30463,0,0.26,30,24341.02
29/12/2019,Truck,59248,0,0.32,76,39644.84
30/12/2019,Wagon,54862,1,0.15,33,34218.1
31/12/2019,Sedan,31222,0,0.59,43,25612.96
01/01/2020,Crossover,45952,0,0.54,71,37793.48
02/01/2020,Sedan,21330,0,0.63,82,18904.97
03/01/2020,Crossover,39873,0,0.55,49,34250.31
04/01/2020,SUV,33759,0,0.13,44,23774.01
05/01/2020,Coupe,47669,1,0.7,48,42531.39
06/01/2020,Wagon,46102,1,0.32,69,38134.72
07/01/2020,Truck,58331,0,0.16,36,38609.76
08/01/2020,Sedan,25452,0,0.82,80,19012.39
09/01/2020,Truck,54257,1,0.72,74,53404.43
10/01/2020,Wagon,38407,1,0.55,63,36288.42
11/01/2020,Crossover,30714,0,0.69,47,21781.05
12/01/2020,Error,63437,1,0.28,78,53405.91
13/01/2020,Coupe,51990,0,0.23,28,37281.57
14/01/2020,Wagon,37145,0,0.14,33,27520.56
15/01/2020,SUV,43041,0,0.73,51,32212.05
16/01/2020,Pickup,60327,0,0.61,12,47501.85
17/01/2020,Van,54213,0,0.22,34,34164.65
18/01/2020,Convertible,57100,1,0.48,50,47687.23
19/01/2020,Sedan,21048,0,0.68,24,20597.79
20/01/2020,Wagon,30298,0,0.78,61,23577.94
21/01/2020,Crossover,42530,1,0.49,72,38087.19
22/01/2020,Pickup,59428,1,0.6,38,54276.14
23/01/2020,SUV,46189,0,0.53,77,34492.44
24/01/2020,Hatchback,22901,0,0.75,13,19100.49
25/01/2020,Pickup,42282,1,0.49,45,34423.05
26/01/2020,Convertible,51357,0,0.47,65,39998.38
27/01/2020,Truck,62602,0,0.37,58,42991.17
28/01/2020,Convertible,66797,0,0.74,40,56489.2
29/01/2020,Sedan,28485,0,0.72,68,18717.84
30/01/2020,Wagon,39122,0,0.35,48,27415.79
31/01/2020,Truck,52018,0,0.9,55,35078.44
01/02/2020,Pickup,88029,0,0.4,57,65211.89
02/02/2020,Wagon,55931,0,0.16,21,37025.23
03/02/2020,Wagon,37102,0,0.09,27,29060.7
04/02/2020,Convertible,58544,0,0.6,38,43021.88
05/02/2020,Sedan,32038,0,0.82,41,25475.6
06/02/2020,Coupe,60862,1,0.21,57,37003.86
07/02/2020,Wagon,50779,0,0.31,46,31814.19
08/02/2020,Truck,49444,1,0.76,62,48689.62
09/02/2020,Hatchback,21023,0,0.56,65,14597.23
10/02/2020,Sedan,25205,0,0.1,64,15084.94
11/02/2020,Coupe,54014,0,0.83,30,42215.02
12/02/2020,Crossover,44812,0,0.47,66,28145.59
13/02/2020,SUV,34110,0,0.28,13,23205.84
14/02/2020,Pickup,70399,0,0.52,25,51048.3
15/02/2020,Coupe,52217,0,0.1,73,32493.3
16/02/2020,Wagon,41567,0,0.26,84,34768.44
17/02/2020,Van,46293,0,0.32,60,31616.46
18/02/2020,N/A,37431,0,0.35,34,23908.89
19/02/2020,Coupe,69949,0,0.27,46,43045.5
20/02/2020,Sedan,20300,0,0.24,26,12150.57
21/02/2020,SUV,44438,0,0.5,70,34082.74
22/02/2020,Wagon,51487,0,0.13,50,37627.09
23/02/2020,Wagon,46973,1,0.55,39,40573.84
24/02/2020,SUV,40989,0,0.36,52,23523.1
25/02/2020,Van,44364,0,0.53,67,33520.03
26/02/2020,Convertible,62446,0,0.71,80,41736.27
27/02/2020,Van,44365,1,0.6,36,34571.8
28/02/2020,Hatchback,26648,0,0.15,63,18888.29
29/02/2020,Hatchback,23888,0,0.31,63,16879.34
01/03/2020,SUV,44300,0,0.38,60,34721.62
02/03/2020,Sedan,26565,0,0.4,77,18648.61
03/03/2020,Pickup,55734,0,0.54,62,32831.34
04/03/2020,SUV,49240,0,0.64,51,33000.75
05/03/2020,Convertible,52612,0,0.24,50,33290.26
06/03/2020,Truck,44449,1,0.22,24,32086.54
07/03/2020,MISC_VEHICLE,22896,0,0.23,54,15736.95
08/03/2020,Hatchback,33982,0,0.33,61,25029.92
09/03/2020,Truck,64074,1,0.48,52,47617.7
10/03/2020,Convertible,65764,0,0.53,34,56570.58
11/03/2020,Wagon,43560,0,0.63,40,34351.61
12/03/2020,Hatchback,28592,0,0.29,14,17447.92
13/03/2020,Wagon,32399,0,0.47,61,21041.43
14/03/2020,Van,42765,0,0.54,58,31140.16
15/03/2020,Coupe,51724,0,0.51,29,38300.91
16/03/2020,Pickup,65842,0,0.16,55,35979.24
17/03/2020,N/A,56334,0,0.33,48,38684.67
18/03/2020,Pickup,59489,1,0.23,35,36695.75
19/03/2020,Crossover,43820,1,0.05,67,37937.32
20/03/2020,Convertible,51005,0,0.39,27,32153.07
21/03/2020,Sedan,33180,0,0.74,23,25118.11
22/03/2020,Crossover,41207,1,0.06,38,28851.82
23/03/2020,Van,54650,1,0.34,69,41808.65
24/03/2020,Sedan,30662,1,0.2,83,20753.73
25/03/2020,Convertible,68506,0,0.19,22,40011.98
26/03/2020,Coupe,47566,1,0.84,39,44520.2
27/03/2020,Coupe,58124,1,0.61,78,56035.42
28/03/2020,MISC_VEHICLE,30635,0,0.15,62,19882.45
29/03/2020,Crossover,42765,0,0.62,59,29881.81
30/03/2020,Wagon,45536,0,0.4,44,26989.92
31/03/2020,Coupe,74344,0,0.84,60,66390.16
01/04/2020,Convertible,52667,0,0.18,32,31724.96
02/04/2020,Crossover,36444,0,0.77,25,24431.9
03/04/2020,Van,33042,1,0.09,52,24964.18
04/04/2020,Crossover,30551,1,0.28,83,26581.9
05/04/2020,SUV,36315,0,0.59,51,22725.49
06/04/2020,Pickup,66388,0,0.61,51,42225.52
07/04/2020,Van,36203,1,0.6,46,33878.2
08/04/2020,Sedan,27387,0,0.8,49,19580.02
09/04/2020,Hatchback,35517,1,0.37,26,29374.85
10/04/2020,Truck,45546,0,0.16,23,26733.64
11/04/2020,N/A,48169,0,0.31,54,31155.26
12/04/2020,Truck,65713,0,0.68,71,55147.94
13/04/2020,Convertible,47877,0,0.55,32,38184.77
14/04/2020,Van,48037,0,0.54,35,32985.54
15/04/2020,Wagon,51584,0,0.78,68,37527.87
16/04/2020,Sedan,23005,0,0.64,54,16653.19
17/04/2020,Pickup,43071,0,0.91,76,35815.17
18/04/2020,Wagon,29442,1,0.55,37,24827.86
19/04/2020,Van,58441,0,0.19,46,41198.94
20/04/2020,Hatchback,29844,0,0.55,15,25678.04
21/04/2020,Van,47572,0,0.47,22,39920.44
22/04/2020,Coupe,41511,0,0.45,54,31994.04
23/04/2020,Crossover,36866,0,0.28,67,25750.94
24/04/2020,Convertible,51851,0,0.76,36,37594.61
25/04/2020,Convertible,58448,1,0.78,65,48103.23
26/04/2020,Pickup,41069,0,0.53,25,25345.03
27/04/2020,Wagon,30336,0,0.65,44,23964.7
28/04/2020,Truck,55887,0,0.6,68,42645.05
29/04/2020,Truck,51990,0,0.19,39,31559.37
30/04/2020,Van,50223,0,0.6,40,41984.68
01/05/2020,Hatchback,23650,0,0.08,19,16715.06
02/05/2020,Crossover,33665,0,0.0,27,18119.94
03/05/2020,Crossover,29430,0,0.13,79,15557.35
04/05/2020,Pickup,75494,0,0.61,66,58903.82
05/05/2020,Wagon,32313,0,0.57,74,25622.6
06/05/2020,Convertible,58410,0,0.47,81,38831.34
07/05/2020,Crossover,37843,0,0.93,79,30501.01
08/05/2020,SUV,45779,0,0.23,41,30044.98
09/05/2020,Hatchback,31986,1,0.01,71,24236.51
10/05/2020,Pickup,46759,1,0.51,71,38086.81
11/05/2020,Van,52186,0,0.34,74,37052.73
12/05/2020,Pickup,73429,0,0.43,30,45046.44
13/05/2020,Convertible,47623,0,0.17,45,31355.21
14/05/2020,SUV,39558,0,0.23,42,28654.27
15/05/2020,Pickup,57546,0,0.44,33,45624.84
16/05/2020,SUV,47155,1,0.24,19,30159.91
17/05/2020,Wagon,30446,0,0.69,59,20236.12
18/05/2020,Sedan,29603,1,0.38,28,23638.18
19/05/2020,Hatchback,30249,0,0.13,17,18690.99
20/05/2020,Hatchback,28549,0,0.35,24,18468.0
21/05/2020,Van,52440,0,0.54,56,37624.48
22/05/2020,Pickup,53887,0,0.36,43,35891.25
23/05/2020,Coupe,78760,1,0.56,74,53883.41
24/05/2020,Pickup,73952,0,0.75,68,64512.76
25/05/2020,Van,44296,0,0.32,79,24549.12
26/05/2020,Crossover,35570,0,0.14,18,25819.64
27/05/2020,Coupe,66329,0,0.37,57,46374.46
28/05/2020,Hatchback,20172,0,0.24,65,14307.31
29/05/2020,Pickup,43826,0,0.52,12,26821.04
30/05/2020,Crossover,43351,0,0.54,30,36847.95
31/05/2020,Hatchback,20606,1,0.52,63,17752.9
01/06/2020,Crossover,30966,0,0.68,21,24089.02
02/06/2020,SUV,43605,0,0.23,59,23541.94
03/06/2020,Coupe,61788,0,0.6,38,55790.09
04/06/2020,Sedan,26534,0,0.48,74,18389.39
05/06/2020,Convertible,70079,0,0.5,70,57123.12
06/06/2020,Wagon,36868,1,0.08,73,30487.54
07/06/2020,SUV,44794,0,0.66,13,41896.01
08/06/2020,Convertible,46092,1,0.79,66,45572.28
09/06/2020,Pickup,51692,0,0.55,12,31605.28
10/06/2020,Hatchback,33268,0,0.58,60,21585.58
11/06/2020,SUV,47853,0,0.59,61,35118.18
12/06/2020,N/A,43040,0,0.8,15,29812.41
13/06/2020,MISC_VEHICLE,35938,0,0.06,31,27880.16
14/06/2020,Wagon,55885,0,0.58,76,34327.85
15/06/2020,Van,49275,0,0.77,34,42650.22
16/06/2020,???,42921,0,0.68,22,34061.06
17/06/2020,Sedan,24121,0,0.64,19,16629.74
18/06/2020,Wagon,52800,0,0.58,52,34932.26
19/06/2020,Coupe,67802,0,0.58,40,39807.07
20/06/2020,Sedan,28775,0,0.23,30,16146.46
21/06/2020,???,33076,0,0.49,75,22539.13
22/06/2020,Truck,63134,0,0.54,81,44991.98
23/06/2020,Pickup,65861,0,0.36,59,44612.82
24/06/2020,Van,46829,0,0.31,45,35618.26
25/06/2020,???,56962,0,0.53,53,41505.34
26/06/2020,Pickup,84888,1,0.82,40,69097.96
27/06/2020,Hatchback,19457,0,0.32,76,13685.15
28/06/2020,Coupe,78506,0,0.61,33,54625.57
29/06/2020,Coupe,63638,0,0.75,50,48055.29
